0.05,221,1.53969100236081e-07,9.19153090331038e-07
0.05,221,5.48611840804723e-08,4.19570471260793e-07
0.05,221,3.14467085682617e-08,5.21229484933124e-07
0.05,221,6.11198060012848e-08,4.06837824304523e-07
0.05,221,1.21948333279727e-07,6.11674380515162e-07
0.06,221,6.46509923011916e-08,6.72894127915334e-07
0.06,221,3.42337817623928e-08,3.35914692078661e-07
0.06,221,5.58153655500961e-08,6.43859526752942e-07
0.06,221,9.23520784811939e-08,7.65311455419278e-07
0.06,221,8.64407772348358e-08,5.68813286354601e-07
0.07,221,2.65502594180025e-08,4.17206090714877e-07
0.07,221,4.46091800665347e-08,3.14765892059964e-07
0.07,221,5.44243624609873e-08,5.80102229827602e-07
0.07,221,4.19063764558092e-08,5.66566166050881e-07
0.07,221,9.27750155190178e-08,1.5334998984983e-06
0.08,221,6.81077073632369e-08,4.53217931059857e-07
0.08,221,3.26969745132391e-08,4.2318464546404e-07
0.08,221,2.90662224260527e-08,3.50808461566904e-07
0.08,221,4.47610382503119e-08,4.04788952007824e-07
0.08,221,4.0407933682132e-08,5.39562515967622e-07
0.09,221,4.17616122639603e-08,2.94782811146576e-07
0.09,221,7.49885190037675e-08,3.70266596549153e-07
0.09,221,5.29377072294715e-08,3.30277060379868e-07
0.09,221,7.3020429807484e-08,6.58592006741258e-07
0.09,221,2.60732714809009e-08,3.20812913828549e-07
0.1,221,5.22301727049256e-08,3.59074719242587e-07
0.1,221,3.29649195285071e-08,7.1551871393504e-07
0.1,221,2.32069086188254e-08,4.3197824150136e-07
0.1,221,1.93276730273615e-08,3.30859702048198e-07
0.1,221,1.13264368734385e-07,1.07972218235161e-06
0.11,221,4.1131515909838e-08,4.63288128517747e-07
0.11,221,2.49833439006453e-08,3.89246646881298e-07
0.11,221,1.62718413692627e-08,3.19914136374325e-07
0.11,221,9.68561393548933e-09,4.61511456044503e-07
0.11,221,1.20178847961143e-08,2.96384536434327e-07
0.12,221,1.83586899111075e-08,3.34775170662401e-07
0.12,221,3.75549067826459e-08,5.56297263047841e-07
0.12,221,3.26926028154127e-08,4.04828330175164e-07
0.12,221,1.17575043148153e-08,3.36009682342416e-07
0.12,221,3.23558820556875e-08,3.67901035134852e-07
0.13,221,6.87178343611979e-09,3.55860793582169e-07
0.13,221,3.09440153756896e-08,4.16011078670166e-07
0.13,221,2.48638140658698e-08,3.82343811694274e-07
0.13,221,5.13010922058949e-08,3.16935643357476e-07
0.13,221,3.94761841030708e-08,4.38091264730829e-07
0.14,221,4.56811437335887e-08,3.68125430018522e-07
0.14,221,2.31854880754596e-08,2.74140221865889e-07
0.14,221,4.46421804525996e-08,2.9641254746743e-07
0.14,221,4.14178429629791e-08,3.08781347411536e-07
0.14,221,2.43169264799917e-08,2.74921884669665e-07
0.15,221,5.95902349040092e-08,5.91699636178722e-07
0.15,221,6.32981204615715e-09,2.96646080920277e-07
0.15,221,2.25032481051561e-08,4.63151349790523e-07
0.15,221,1.23490500128791e-08,2.73387845297837e-07
0.15,221,2.26053573776624e-08,4.60395182067933e-07
0.16,221,2.46137964704361e-08,2.37973007175857e-07
0.16,221,1.65468133529182e-08,2.59021824766441e-07
0.16,221,7.87888446814207e-09,2.60632577053725e-07
0.16,221,1.865723294695e-08,2.61175240501438e-07
0.16,221,1.94318362760714e-08,5.35814666453417e-07
0.17,221,1.68581611298987e-08,2.08883849136375e-07
0.17,221,1.62692790817691e-08,3.66307014699762e-07
0.17,221,3.061899348609e-08,3.3677567796498e-07
0.17,221,1.9469033136522e-08,2.29658752794666e-07
0.17,221,2.02368161242327e-08,2.66961316845664e-07
0.18,221,3.07663625271482e-08,2.56338505819248e-07
0.18,221,2.67932274754123e-09,2.61074857464059e-07
0.18,221,1.02324829142806e-08,3.09123412743917e-07
0.18,221,1.54151698587539e-08,2.45226561264552e-07
0.18,221,2.83346655411364e-08,2.65067550392373e-07
0.19,221,6.35104255915896e-08,9.34422668683466e-07
0.19,221,1.66915861752153e-08,2.02225498330148e-07
0.19,221,3.19945451466058e-08,4.98266784259404e-07
0.19,221,7.59140311750857e-09,2.23434249339691e-07
0.19,221,9.57751202052999e-09,2.32453895042179e-07
0.2,221,2.03339985459191e-08,3.19206888340192e-07
0.2,221,4.98708982731388e-09,2.54063249322932e-07
0.2,221,2.48953371766139e-08,2.69010755131311e-07
0.2,221,6.04080235494852e-09,2.69523523741383e-07
0.2,221,3.45002731369337e-08,6.37370826741453e-07
0.21,221,8.81807491562908e-09,1.77058919778652e-07
0.21,221,1.66177803492006e-08,3.94750375745497e-07
0.21,221,1.68222138873382e-08,3.89845188346613e-07
0.21,221,1.88698273077726e-08,3.56711205705787e-07
0.21,221,5.2342775867944e-08,9.18079715486709e-07
0.22,221,4.95485590623209e-09,1.81069345468891e-07
0.22,221,2.30104278068248e-08,5.69641833965941e-07
0.22,221,4.45700407025606e-09,3.34633053444221e-07
0.22,221,6.43006588533211e-09,2.14929685451481e-07
0.22,221,4.08817152313586e-09,2.03458177953048e-07
0.23,221,8.61868109792715e-09,2.08534352407672e-07
0.23,221,2.07363736577111e-08,4.16939582470685e-07
0.23,221,1.7851067010932e-08,1.7891678476436e-07
0.23,221,5.65134627339438e-09,1.95896505280385e-07
0.23,221,1.23109795492726e-08,2.45198978183553e-07
0.24,221,8.29008465871164e-09,2.29118787485993e-07
0.24,221,8.32329465514659e-09,1.66266445522558e-07
0.24,221,1.10992405081941e-08,3.75783394073304e-07
0.24,221,2.51453635967701e-08,3.71374552100359e-07
0.24,221,8.28229166483047e-09,1.80865289861798e-07
0.25,221,2.19624469003344e-08,2.81011540367732e-07
0.25,221,3.39130582597529e-08,6.71070021732259e-07
0.25,221,5.58128594157603e-09,1.44182674499392e-07
0.25,221,1.64957334366601e-08,1.8689826471585e-07
0.25,221,1.41220290093781e-08,2.18924802360965e-07
0.26,221,1.69185421050173e-08,2.97010701682103e-07
0.26,221,1.30152075403685e-08,1.34616111173019e-07
0.26,221,1.40673052364886e-08,2.74402936287588e-07
0.26,221,7.76159212496453e-09,1.95847366619621e-07
0.26,221,3.93259993140797e-09,2.53465303685733e-07
0.27,221,3.18794229355833e-09,1.74240366621294e-07
0.27,221,2.40433152787732e-08,2.24291335403533e-07
0.27,221,1.7492833628954e-08,3.11786481183967e-07
0.27,221,7.97035602546922e-09,2.00383947037654e-07
0.27,221,3.67804563470144e-09,1.74726576343019e-07
0.28,221,7.17549596206353e-09,2.21384446598013e-07
0.28,221,3.27481250832183e-09,1.88796480910275e-07
0.28,221,3.9016345464589e-09,2.36946648089835e-07
0.28,221,1.40890546016777e-08,1.80027119801799e-07
0.28,221,3.6501808974264e-09,1.57442789627872e-07
0.29,221,1.62177799635817e-08,2.2753745938128e-07
0.29,221,1.21900116238759e-08,4.34779846192305e-07
0.29,221,7.00428926199124e-09,2.07702116539372e-07
0.29,221,8.80709729087561e-09,2.07360920269826e-07
0.29,221,9.89312646830868e-09,1.72262086818991e-07
0.3,221,1.14901058801109e-08,1.67398868189453e-07
0.3,221,8.73452351442576e-10,1.42125861832249e-07
0.3,221,4.29185584428803e-09,1.79668831399184e-07
